PID,GrLivArea,school_quality,nb_income,nb_appreciation,crime_rate,YearBuilt,FullBath,HalfBath,BedroomAbvGr,YearRemodAdd,OverallQual,OverallCond,LotArea,X1stFlrSF,X2ndFlrSF,TotalBsmtSF,KitchenQual,GarageQual,BsmtQual,SalePrice,Predicted,Delta,Prop_Addr,Neighborhood
526354070,2112,5,2,4,1,1969,2,1,4,1969,6,5,11075,1092,1020,952,3,3,2,206900,275046.5911317336,-68146.59113173361,2811 NORTHWOOD DR,NAmes
526355080,2704,5,2,4,1,1972,2,1,4,1995,8,7,13860,2000,704,1952,5,3,4,345000,402039.16635431355,-57039.16635431355,2802 THOMPSON DR,NAmes
526355170,2223,5,2,4,1,1973,2,0,3,1973,7,6,13651,2223,-,2223,3,3,4,244000,394342.3929940905,-150342.3929940905,2820 NORTHWOOD DR,NAmes
526355190,2217,5,2,4,1,1970,2,0,4,1970,8,6,15865,2217,-,2217,4,3,3,268000,360097.48147079843,-92097.48147079843,2910 NORTHWOOD DR,NAmes
527105010,1629,10,5,6,5,1997,2,1,3,1998,5,5,13830,928,701,928,3,3,4,189900,269840.65263233235,-79940.65263233235,4025 BERKSHIRE AVE,Gilbert
527105030,1604,10,5,6,5,1998,2,1,3,1998,6,6,9978,926,678,926,4,3,3,195500,281490.4860152174,-85990.48601521738,4011 BERKSHIRE AVE,Gilbert
527105050,1604,10,5,6,5,1997,2,1,3,1998,6,5,8702,926,678,926,3,3,3,187500,268243.39966969925,-80743.39966969925,3913 BERKSHIRE AVE,Gilbert
527105060,1525,10,5,6,5,1997,2,1,3,1998,6,5,8238,813,712,813,3,3,3,183500,268722.12955315405,-85222.12955315405,3907 BERKSHIRE AVE,Gilbert
527105070,1608,10,5,6,5,1997,2,1,3,1997,6,5,10179,945,663,945,3,3,4,189500,279393.9352005996,-89893.9352005996,2209 STONE BROOKE RD,Gilbert
527105130,2283,10,5,6,5,2003,2,1,4,2003,8,5,11792,1008,1275,1008,4,3,4,270000,352483.81679686904,-82483.81679686904,4006 HYDE AVE,Gilbert
527105140,1733,10,5,6,5,2003,2,1,3,2003,7,5,12394,847,886,847,4,3,4,225000,265593.6156381526,-40593.61563815258,4012 HYDE AVE,Gilbert
527106010,2236,10,5,6,5,1997,2,1,4,1997,7,5,13006,993,1243,964,4,3,4,222000,302063.25940023386,-80063.25940023386,4033 EISENHOWER AVE,Gilbert
527106050,1470,10,5,6,5,1995,2,1,3,1996,6,5,8139,680,790,680,3,3,4,165000,253336.09631245205,-88336.09631245205,4009 EISENHOWER AVE,Gilbert
527106140,1604,10,5,6,5,1998,2,1,3,1998,6,5,9535,926,678,926,3,3,4,195500,276861.5422657383,-81361.5422657383,4008 BERKSHIRE AVE,Gilbert
527106150,1638,10,5,6,5,1998,2,1,3,1998,6,5,9042,943,695,943,3,3,4,192000,279924.7767172807,-87924.77671728068,4014 BERKSHIRE AVE,Gilbert
527107010,1636,10,5,6,5,1996,2,1,3,1996,6,5,15038,916,720,916,3,3,4,173000,253998.3764101509,-80998.3764101509,3902 EISENHOWER AVE,Gilbert
527107020,1671,10,5,6,5,1995,2,1,3,1995,6,5,13041,781,890,781,3,3,4,170000,247988.1893598399,-77988.18935983989,3908 EISENHOWER AVE,Gilbert
527107030,1498,10,5,6,5,1995,2,1,3,1996,6,5,13031,691,807,691,3,3,4,187500,256091.36770052888,-68591.36770052888,3914 EISENHOWER AVE,Gilbert
527107040,1572,10,5,6,5,1995,2,1,3,1996,6,5,10364,806,766,806,3,3,4,168000,244420.7996051551,-76420.7996051551,1910 WYNGATE DR,Gilbert
527107090,1384,10,5,6,5,1996,2,0,3,1997,5,5,14137,1384,-,1348,4,3,4,177900,256225.84273673376,-78325.84273673376,1936 WYNGATE DR,Gilbert
527107120,1776,10,5,6,5,1996,2,1,3,1996,6,5,9783,821,955,821,3,3,4,202000,259178.57068578782,-57178.570685787825,1948 WYNGATE DR,Gilbert
527107130,1628,10,5,6,5,1996,2,1,3,1997,7,5,8400,958,670,384,3,3,4,189000,250476.4499938002,-61476.4499938002,1952 WYNGATE DR,Gilbert
527107210,1446,10,5,6,5,1996,2,1,3,1997,7,5,21872,729,717,729,3,3,4,175000,288427.6039908463,-113427.60399084631,2023 WYNGATE DR,Gilbert
527107240,1511,10,5,6,5,1997,2,1,3,1997,6,5,11207,802,709,802,3,3,4,185000,286062.6932231612,-101062.69322316122,2035 WYNGATE DR,Gilbert
527108030,2064,10,5,6,5,2005,2,1,4,2005,8,5,13128,1074,990,1074,4,3,4,250000,341139.69141380367,-91139.69141380367,4313 HARRISON CIR,Gilbert
527108040,1801,10,5,6,5,2005,2,1,3,2005,8,5,10463,901,900,893,4,3,4,239900,329708.732996823,-89808.73299682298,4309 HARRISON CIR,Gilbert
527108060,2212,10,5,6,5,2005,2,1,3,2006,7,5,13751,1700,512,1700,4,3,4,309000,394673.2136269497,-85673.2136269497,4301 HARRISON CIR,Gilbert
527108070,1746,10,5,6,5,2006,2,0,3,2007,9,5,14892,1746,-,1746,5,3,5,377500,410359.08259709744,-32859.08259709744,4302 HARRISON CIR,Gilbert
527108090,2021,10,5,6,5,2006,2,1,3,2006,7,5,23257,887,1134,868,4,3,5,274725,348544.37026193115,-73819.37026193115,4316 HARRISON CIR,Gilbert
527110020,1474,10,5,6,5,1995,2,1,3,1996,7,5,8530,804,670,384,3,3,4,168500,235568.13750404833,-67068.13750404833,1909 WYNGATE DR,Gilbert
527110080,1470,10,5,6,5,1997,2,0,3,1997,6,6,13869,794,676,794,3,3,4,177000,252549.0246673786,-75549.0246673786,2006 WYNGATE DR,Gilbert
527110120,1600,10,5,6,5,1997,2,1,3,1997,6,5,8773,916,684,916,3,3,4,169000,274344.22300833924,-105344.22300833924,2036 WYNGATE DR,Gilbert
527110130,1384,10,5,6,5,1997,2,1,3,1997,6,5,8872,754,630,384,3,3,4,161500,244739.7334386189,-83239.73343861889,2040 WYNGATE DR,Gilbert
527126030,1652,10,5,6,5,2000,2,0,2,2000,8,5,5330,1652,-,1494,5,3,4,251000,362506.872326275,-111506.87232627498,4321 STONE BROOKE RD,StoneBr
527127100,2522,10,5,6,5,2004,2,0,1,2005,8,5,7296,2522,-,2208,4,3,5,375000,451152.63880112313,-76152.63880112313,1801 WATERBURY CIR,StoneBr
527127140,1593,10,5,6,5,2001,1,1,0,2002,8,5,4923,1593,-,1593,5,3,5,286000,385560.44985715236,-99560.44985715236,1814 WATERBURY CIR,StoneBr
527127150,1338,10,5,6,5,2001,2,0,2,2001,8,5,4920,1338,-,1338,4,3,4,213500,321306.1132127003,-107806.1132127003,1818 WATERBURY CIR,StoneBr
527131030,1659,10,5,6,5,2000,2,0,2,2000,8,5,5664,1659,-,1501,5,3,4,278000,363323.9842925629,-85323.98429256288,4239 STONE BROOKE RD,StoneBr
527131110,1682,10,5,6,5,1997,1,1,1,1997,8,5,6264,1682,-,1664,4,3,5,247900,352197.5821875613,-104297.58218756132,4207 STONE BROOKE RD,StoneBr
527132090,1478,10,5,6,5,1998,2,0,2,1998,8,5,7380,1478,-,1418,3,3,4,240000,317951.9593816764,-77951.9593816764,4202 STONE BROOKE RD,StoneBr
527140090,1337,10,5,6,5,1993,2,0,2,1993,8,5,5395,1337,-,1337,4,3,4,180000,332131.75244550133,-152131.75244550133,4029 FLETCHER BLVD,StoneBr
527145080,1280,10,5,6,5,1992,2,0,2,1992,8,5,5005,1280,-,1280,4,3,4,191500,320558.9198398213,-129058.91983982129,4024 FLETCHER BLVD,StoneBr
527145090,1280,10,5,6,5,1992,2,0,2,1992,8,5,5070,1280,-,1280,4,3,4,180000,316431.8163521712,-136431.81635217118,4028 FLETCHER BLVD,StoneBr
527146010,1734,10,5,6,5,1995,2,0,2,1996,8,5,8013,1734,-,1587,4,3,4,239500,345807.8869790565,-106307.88697905652,4139 STONE BROOKE RD,StoneBr
527146030,1616,10,5,6,5,1995,2,0,2,1996,8,5,5389,1616,-,1595,4,3,4,236500,356496.82269301114,-119996.82269301114,4131 STONE BROOKE RD,StoneBr
527146135,2687,10,5,6,5,1994,2,1,4,1994,8,5,13108,2079,608,2062,4,3,4,270000,389841.7224110328,-119841.72241103282,4019 STONE BROOKE RD,StoneBr
527158020,1169,10,5,6,5,1993,2,0,3,1994,6,6,8076,1169,-,1160,3,3,4,183500,250221.7367483195,-66721.7367483195,1911 STONE BROOKE RD,Gilbert
527158090,1694,10,5,6,5,1994,2,1,3,1994,6,5,10147,924,770,392,3,3,4,160000,253350.48823345956,-93350.48823345956,3928 BROOKDALE CIR,Gilbert
527161010,1604,10,5,6,5,1997,2,1,3,1998,6,5,10839,926,678,926,3,3,4,181000,256112.40533409282,-75112.40533409282,3839 BERKSHIRE AVE,Gilbert
527161040,1382,10,5,6,5,1998,2,1,3,1998,7,5,8923,751,631,384,3,3,4,177500,255394.7363754394,-77894.73637543939,3823 BERKSHIRE AVE,Gilbert
527161090,1714,10,5,6,5,1999,2,1,3,2000,6,5,8637,947,767,923,3,3,4,180000,280460.108969833,-100460.108969833,3842 HYDE AVE,Gilbert
527162080,1553,10,5,6,5,1996,2,1,3,1996,7,5,7875,691,862,691,4,3,4,178750,268297.80984644825,-89547.80984644825,3813 EISENHOWER AVE,Gilbert
527162090,1253,10,5,6,5,1995,2,0,3,1996,7,5,7875,1253,-,1237,3,3,4,176000,241155.46069909568,-65155.46069909568,3809 EISENHOWER AVE,Gilbert
527162110,1718,10,5,6,5,1998,2,1,3,1998,7,5,10141,885,833,832,3,3,4,185000,273672.0038349931,-88672.00383499311,3806 BERKSHIRE AVE,Gilbert
527162120,1636,10,5,6,5,1998,2,1,3,1999,6,5,7500,952,684,952,3,3,4,191000,272166.13222063123,-81166.13222063123,3810 BERKSHIRE AVE,Gilbert
527162130,1804,10,5,6,5,1999,2,1,3,1999,7,5,7500,1028,776,994,4,3,3,189000,276497.25356865366,-87497.25356865366,3814 BERKSHIRE AVE,Gilbert
527162140,2299,10,5,6,5,1999,3,1,5,2003,6,5,7500,957,1342,938,3,3,4,204000,286068.5246356566,-82068.52463565662,3820 BERKSHIRE AVE,Gilbert
527162180,1633,10,5,6,5,1998,2,1,3,1998,6,5,11184,932,701,932,3,3,4,183000,231068.45315900428,-48068.453159004275,3840 BERKSHIRE AVE,Gilbert
527163010,1655,10,5,6,5,1993,2,1,3,1994,6,5,10000,763,892,763,3,3,4,175900,249211.84875176195,-73311.84875176195,3835 BROOKDALE AVE,Gilbert
527163020,1501,10,5,6,5,1993,2,1,3,1994,6,5,7685,697,804,697,4,3,4,165600,255901.482407751,-90301.482407751,3831 BROOKDALE AVE,Gilbert
527163040,1571,10,5,6,5,1993,2,1,3,1994,6,7,7837,799,772,799,3,3,4,178000,258654.20872338707,-80654.20872338707,3821 BROOKDALE AVE,Gilbert
527163070,1470,10,5,6,5,1993,2,1,3,1993,6,8,9765,680,790,680,3,3,4,185000,273751.4715201489,-88751.47152014892,3803 BROOKDALE AVE,Gilbert
527163080,1187,10,5,6,5,1992,2,0,3,1993,7,5,9556,1187,-,1168,4,3,4,160000,235734.6796209694,-75734.6796209694,3804 EISENHOWER AVE,Gilbert
527163100,1658,10,5,6,5,1995,2,1,3,1996,6,5,8000,773,885,773,3,3,4,188000,253669.038505972,-65669.03850597201,3812 EISENHOWER AVE,Gilbert
527163130,1516,10,5,6,5,1994,2,1,3,1995,6,5,8803,707,809,707,4,3,4,181316,255725.2291531569,-74409.22915315689,3828 EISENHOWER AVE,Gilbert
527164020,1190,10,5,6,5,1993,2,0,3,1993,6,5,7250,1190,-,1181,4,3,4,166000,231612.75837565708,-65612.75837565708,3823 COLUMBINE AVE,Gilbert
527164060,1593,10,5,6,5,1992,2,1,3,1993,6,5,9636,808,785,808,3,3,4,178000,248933.4691770303,-70933.46917703029,3801 COLUMBINE AVE,Gilbert
527164090,1481,10,5,6,5,1994,2,1,3,1995,6,5,8125,702,779,702,3,3,4,174000,233175.61119387933,-59175.61119387933,3814 BROOKDALE AVE,Gilbert
527164120,1895,10,5,6,5,1994,2,1,3,1996,7,5,10832,1086,809,712,4,3,4,194500,287361.1843329234,-92861.18433292338,3832 BROOKDALE AVE,Gilbert
527165010,1709,10,5,6,5,1991,2,1,3,1991,6,5,14067,851,858,836,4,3,4,185000,262221.086193009,-77221.08619300899,2018 TAYLOR CIR,Gilbert
527165020,1472,10,5,6,5,1991,2,1,3,1992,7,5,10784,802,670,384,4,3,4,160000,252341.72330514248,-92341.72330514248,2012 TAYLOR CIR,Gilbert
527165100,1482,10,5,6,5,1992,2,1,3,1992,7,5,9125,812,670,384,4,3,4,163900,245990.76844500322,-82090.76844500322,3724 EISENHOWER AVE,Gilbert
527165130,1167,10,5,6,5,1992,2,0,3,1992,6,6,9248,1167,-,1158,4,3,4,173000,246214.3557370712,-73214.3557370712,1930 WINDFIELD DR,Gilbert
527165170,1642,10,5,6,5,1993,2,1,3,1994,6,5,7655,910,732,903,3,3,4,168000,254564.3153843003,-86564.31538430031,3715 COLUMBINE CIR,Gilbert
527165230,1187,10,5,6,5,1992,2,0,3,2007,6,7,7980,1187,-,1168,3,3,4,185000,263236.24486983096,-78236.24486983096,3720 COLUMBINE CIR,Gilbert
527166010,1983,10,5,6,5,1999,2,1,3,1999,7,5,10762,1005,978,978,4,3,4,225000,329982.83167537523,-104982.83167537523,2218 WINDFIELD DR,Gilbert
527166030,1632,10,5,6,5,1998,2,1,3,1998,7,5,9084,955,677,935,3,3,4,176500,266163.4244752614,-89663.42447526142,2206 WINDFIELD DR,Gilbert
527166040,1465,10,5,6,5,1998,2,1,3,1998,6,5,8402,789,676,789,3,3,4,180400,240964.39691398203,-60564.396913982026,2122 WINDFIELD DR,Gilbert
527175130,1128,10,5,6,5,1964,1,0,3,1964,6,6,18160,1128,-,1302,3,3,3,154204,248495.810611319,-94291.810611319,1711 TOP O HOLLOW RD,Gilbert
527180040,1341,10,5,6,5,1990,1,1,2,1990,7,5,10176,1341,-,1300,4,3,4,171500,278760.4779585852,-107260.4779585852,3629 FLETCHER BLVD,Gilbert
527180100,1442,10,5,6,5,1990,2,0,3,1990,7,5,11851,1442,-,1424,3,3,4,180500,256076.1109531196,-75576.11095311961,3817 FLETCHER BLVD,Gilbert
527182020,1204,10,5,6,5,1987,2,0,2,1987,8,5,3701,1204,-,1191,3,3,4,130000,266328.6382850406,-136328.63828504062,3916 FLETCHER BLVD,StoneBr
527182040,1088,10,5,6,5,1986,1,1,2,1986,8,5,3696,1088,-,1074,4,3,4,170000,274200.5585558052,-104200.55855580518,3908 FLETCHER BLVD,StoneBr
527182170,2090,10,5,6,5,1984,2,0,3,1984,7,5,5062,1190,900,1190,4,3,4,207500,351523.1197548602,-144023.11975486018,3908 STONE BROOKE CIR,StoneBr
527182190,1502,10,5,6,5,1985,1,1,1,1985,8,5,6820,1502,-,1488,4,3,4,212000,338350.7085043262,-126350.70850432618,3904 STONE BROOKE CIR,StoneBr
527183030,1228,10,5,6,5,1988,2,0,2,1989,8,5,4671,1228,-,1228,4,3,4,189000,329784.4396537368,-140784.43965373677,1527 STONE BROOKE RD,StoneBr
527183060,1337,10,5,6,5,1989,2,0,2,1989,8,5,5950,1337,-,1337,4,3,4,188500,327907.58234487945,-139407.58234487945,1519 STONE BROOKE RD,StoneBr
527184020,1179,10,5,6,5,1988,2,0,2,1988,8,5,4740,1179,-,1166,3,3,4,182000,292731.69109122717,-110731.69109122717,1530 STONE BROOKE RD,StoneBr
527184110,1321,10,5,6,5,1990,1,0,1,1990,8,5,5118,1321,-,1312,4,3,4,212000,343031.64856252994,-131031.64856252994,1512 STONE BROOKE RD,StoneBr
527190050,1767,10,5,6,5,1987,2,0,2,1987,7,7,5306,1064,703,1064,4,4,4,239000,334392.63007919915,-95392.63007919915,1608 STONE BROOKE RD,StoneBr
527190220,1742,10,5,6,5,1985,2,0,2,1985,8,5,6563,1742,-,1742,4,3,4,275000,368057.90724190505,-93057.90724190505,1601 WOODHAVEN CIR,StoneBr
527208010,2500,10,5,6,5,2005,3,1,5,2005,8,5,13543,1168,1332,1168,5,3,5,355000,421127.2427728572,-66127.2427728572,1408 EDGEWATER CT,StoneBr
527210050,2473,10,5,6,5,2006,2,1,4,2006,9,5,12292,1102,1371,1094,4,3,5,356383,451527.5227116233,-95144.52271162329,1407 PANORAMIC CT,StoneBr
527210060,1922,10,5,6,5,2005,2,0,3,2006,9,5,14157,1922,-,1922,4,3,5,377426,448017.5405678734,-70591.5405678734,1401 PANORAMIC CT,StoneBr
527212040,2576,10,5,6,5,2006,2,1,4,2006,8,5,12438,1264,1312,1234,5,3,5,361919,444412.9870060152,-82493.9870060152,4020 EDGEWATER DR,StoneBr
527212050,2504,10,5,6,5,2005,2,1,4,2007,9,5,11198,1134,1370,1122,5,3,4,325000,409485.87859893235,-84485.87859893235,4014 EDGEWATER DR,StoneBr
527212060,2541,10,5,6,5,2005,3,1,4,2005,8,5,12328,1164,1377,1149,5,3,5,349265,435345.7758603416,-86080.77586034162,4008 EDGEWATER DR,StoneBr
527214030,1884,10,5,6,5,2004,2,0,2,2004,9,5,15401,1884,-,1884,5,3,5,387000,471796.7538751122,-84796.75387511222,4013 FRANCES E DAVIS CT,StoneBr
527214060,2698,10,5,6,5,2006,2,1,4,2006,10,5,16052,1850,848,1850,5,3,5,535000,528023.1133658679,6976.886634132126,4008 FRANCES E DAVIS CT,StoneBr
527216070,3279,10,5,6,5,2003,3,1,4,2003,8,5,53504,1690,1589,1650,5,3,4,538000,563694.5661196831,-25694.56611968309,4126 LAURA CT,StoneBr
527216080,2338,10,5,6,5,2006,2,1,4,2007,9,5,51974,2338,-,2660,4,4,5,591587,549589.4412354014,41997.558764598565,4120 LAURA CT,StoneBr
527225035,1752,10,5,6,5,1988,2,0,4,2005,8,7,12134,1080,672,559,3,3,4,164000,293480.3155827379,-129480.31558273791,4011 DAWES DR,Gilbert
527226010,2320,10,5,6,5,1948,2,0,2,1950,5,6,14762,1547,720,0,3,3,-,169000,263516.2956290336,-94516.29562903359,3906 DAWES DR,Gilbert
527226020,1474,10,5,6,5,1952,1,0,3,1952,6,2,31220,1474,-,1632,3,3,3,115000,243867.27439874195,-128867.27439874195,3920 DAWES DR,Gilbert
527226040,1424,10,5,6,5,1969,1,1,3,1990,5,5,41600,1424,-,1100,3,3,4,155000,263794.1039714075,-108794.10397140752,4014 DAWES DR,Gilbert
527250040,1056,10,5,6,5,1955,1,0,3,1955,5,5,34650,1056,-,1056,3,3,3,145000,249857.68990440405,-104857.68990440405,1121 TOP O HOLLOW RD 1123,Gilbert
527252050,1612,10,5,6,5,2006,2,0,2,2006,9,5,8035,1612,-,1612,5,3,5,319900,390273.69248628215,-70373.69248628215,3909 HOOVER AVE,StoneBr
527252070,1419,10,5,6,5,2007,2,0,2,2007,8,6,8089,1419,-,1419,4,3,4,392000,402722.37312638684,-10722.37312638684,3817 HOOVER AVE,StoneBr
527252080,1710,10,5,6,5,2007,2,0,2,2007,9,5,8118,1710,-,1710,5,3,5,334000,330697.27144192805,3302.728558071947,3811 HOOVER AVE,StoneBr
527252090,1714,10,5,6,5,2005,2,0,2,2005,9,5,8147,1714,-,1714,4,3,5,318000,407110.3412093975,-89110.34120939748,3807 HOOVER AVE,StoneBr
527254020,2046,10,5,6,5,2008,2,1,3,2008,8,5,11844,2046,-,2046,4,3,5,372500,430315.8331699236,-57815.83316992357,1214 ADAMS ST,StoneBr
527256030,2234,10,5,6,5,2006,1,1,1,2006,8,5,14082,2234,-,2220,4,3,5,441929,496539.1374778512,-54610.13747785118,1309 KINYON CIR,StoneBr
527256040,2042,10,5,6,5,2006,2,0,3,2007,10,5,13870,2042,-,1742,5,3,5,455000,517952.9374097969,-62952.93740979693,1303 KINYON CIR,StoneBr
527256120,2000,10,5,6,5,2005,2,1,3,2005,9,5,18261,2000,-,1910,5,3,5,470000,484284.1821962393,-14284.1821962393,1210 KINYON CIR,StoneBr
527258010,1856,10,5,6,5,2010,1,1,1,2010,9,2,11394,1856,-,1856,5,3,5,394432,460113.55540208187,-65681.55540208187,1316 KINYON CIR,StoneBr
527258020,1530,10,5,6,5,2005,2,0,3,2005,7,5,16158,1530,-,1530,4,3,5,260000,383842.0464591984,-123842.0464591984,3802 HOOVER AVE,StoneBr
527276040,1488,10,5,6,5,1950,2,1,3,1950,6,5,47280,1488,-,1488,3,3,3,133000,247709.90864649712,-114709.90864649712,3805 DAWES DR,Gilbert
527276150,864,10,5,6,5,1951,1,0,2,1951,4,5,19138,864,-,864,3,3,3,141000,191812.10491979553,-50812.10491979553,917 TOP O HOLLOW RD,Gilbert
527276160,1934,10,5,6,5,1977,2,1,3,1977,5,6,11900,946,988,1122,3,3,4,185000,286114.8067764753,-101114.80677647528,3616 CALHOUN AVE,Gilbert
527301010,1621,6,6,2,1,1984,2,0,3,1998,7,7,14145,1621,-,1208,4,3,4,202500,284661.30006228783,-82161.30006228783,3421 EISENHOWER AVE,NWAmes
527301080,1440,6,6,2,1,1981,2,0,3,1981,6,7,12546,1440,-,1440,4,3,4,182900,285616.1324053334,-102716.1324053334,2101 BUCHANAN DR,NWAmes
527301170,2093,6,6,2,1,1986,2,1,3,1991,7,6,20544,1236,857,791,3,3,4,215000,294622.3276905643,-79622.32769056433,2322 BUCHANAN DR,NWAmes
527301245,1688,6,6,2,1,1988,2,0,2,1988,7,6,12680,1688,-,1675,5,3,4,226500,329975.1362945481,-103475.13629454811,2211 BUCHANAN DR,NWAmes
527301320,2353,6,6,2,1,1980,2,1,4,1980,7,7,13005,1153,1200,845,5,3,4,260000,334328.8186434515,-74328.8186434515,3217 EISENHOWER AVE,NWAmes
527302020,1868,6,6,2,1,1984,3,1,3,2003,6,7,12090,1140,728,585,3,3,4,178000,273967.6330722259,-95967.6330722259,3414 EISENHOWER AVE,NWAmes
527302050,1422,6,6,2,1,1981,2,0,3,1981,6,6,12090,1422,-,1422,4,3,4,175500,274635.36664907826,-99135.36664907826,3318 EISENHOWER AVE,NWAmes
527302060,1479,6,6,2,1,1981,2,1,3,2003,7,7,12090,725,754,725,4,3,4,176000,281940.99692527717,-105940.99692527717,3312 EISENHOWER AVE,NWAmes
527302070,1260,6,6,2,1,1983,2,0,3,1983,7,7,10825,1260,-,1260,3,3,4,181900,269842.0599841487,-87942.05998414871,3306 EISENHOWER AVE,NWAmes
527302080,2183,6,6,2,1,1988,2,1,4,1988,7,5,13837,1377,806,1204,4,3,4,229000,322526.2474600877,-93526.2474600877,3300 EISENHOWER AVE,NWAmes
527302090,1664,6,6,2,1,1978,2,0,3,1985,7,6,12299,1664,-,1529,4,3,4,213000,306735.55323895573,-93735.55323895573,2009 BUCHANAN DR,NWAmes
527302110,2073,6,6,2,1,1978,2,0,3,1988,6,6,13175,2073,-,1542,3,3,4,210000,301112.70559550374,-91112.70559550374,3309 CLINTON CT,NWAmes
527302175,1586,6,6,2,1,1979,2,0,3,1998,6,5,17043,1586,-,1362,3,3,4,181000,253188.12658649718,-72188.12658649718,3422 CLINTON CT,NWAmes
527302185,2064,6,6,2,1,1978,2,0,3,1978,7,5,18559,2064,-,2048,4,3,4,235000,358947.2975236719,-123947.29752367188,3416 CLINTON CT,NWAmes
527302210,1782,6,6,2,1,1979,2,0,3,1979,7,5,14450,1782,-,1782,4,3,4,220000,327667.696739979,-107667.69673997897,3314 CLINTON CT,NWAmes
527325070,2872,6,6,2,1,1977,2,1,4,1995,6,7,12227,1542,1330,1330,3,3,4,272000,350918.3652083259,-78918.36520832591,1904 BUCHANAN DR,NWAmes
527325090,1930,6,6,2,1,1979,2,1,4,1979,7,5,11339,1085,845,780,4,3,4,192000,299691.024325257,-107691.02432525699,1814 BUCHANAN DR,NWAmes
527325110,1969,6,6,2,1,1977,2,1,3,1977,7,6,11952,1161,808,808,3,3,4,190000,265442.04023133963,-75442.04023133963,1802 BUCHANAN DR,NWAmes
527325160,2263,6,6,2,1,1977,2,1,3,1994,7,7,16659,1468,795,795,4,3,3,235000,306058.38381123677,-71058.38381123677,1624 BUCHANAN DR,NWAmes
527325240,1211,6,6,2,1,1976,2,0,3,1976,6,5,13068,1211,-,1211,4,3,4,161000,266577.89599577925,-105577.89599577925,1502 BUCHANAN DR,NWAmes
527326040,1411,6,6,2,1,1977,2,0,3,1977,7,5,11900,1411,-,1386,3,3,3,82500,247635.13235982097,-165135.13235982097,3412 TAFT AVE,NWAmes
527326130,1126,6,6,2,1,1977,2,0,3,1977,5,6,15611,1126,-,1126,5,3,4,175000,252202.2955992823,-77202.29559928231,1717 BUCHANAN DR,NWAmes
527326150,1602,6,6,2,1,1977,2,0,3,2000,6,7,16635,1602,-,1602,4,3,4,215000,310344.7141631941,-95344.71416319412,1709 BUCHANAN DR,NWAmes
527327050,2030,6,6,2,1,1976,2,1,4,1976,6,6,12046,1118,912,848,4,3,3,195000,270083.258133597,-75083.25813359697,3323 BUCHANAN CT,NWAmes
527327080,1574,6,6,2,1,1976,2,1,3,1976,6,5,18800,790,784,796,3,3,4,190000,262168.4772858885,-72168.47728588851,3411 BUCHANAN CT,NWAmes
